# MaleCNS v1.0 cell-type aliases across connectomes. Built by scripts/build_type_map_typing.py from: MaleCNS v1.0 body-annotations (flywireType / hemibrainType / mancType / class; CC BY 4.0), Schlegel et al. 2024 Nature doi:10.1038/s41586-024-07686-5 Supplementary Data 1 and 5 (github.com/flyconnectome/flywire_annotations v3.1.0 (commit 8587524, 2026-07-21), 'matching MaleCNS v1.0'; plus the 2024 paper release of SD1 for the old optic names; CC BY 4.0), Nern et al. 2025 Nature doi:10.1038/s41586-025-08746-0 Supplementary Tables 1 and 7 (CC BY 4.0), the MaleCNS Cell Type Explorer synonyms (github.com/reiserlab/celltype-explorer-drosophila-male-cns, 2026-09-09), and Olivera 2026 Neuroinformatics doi:10.1007/s12021-026-09783-4. Tiers: exact | alias | fuzzy | class (rules in the script docstring and docs/audits/receptor_sources_typing.md). Systems: flywire, hemibrain, hemibrain_body, optic_inventory, manc, literature, malecns_class. flag: ';'-joined caveats -- unresolvable (name absent from the source), cb_placeholder, paper_release_only, unmatched, conflict_nern7_vs_malecns[_notation], minority_agreement, merged_list_only, name_only, v3_name_collision (definitions in the script docstring); empty = no caveat. Downstream joins that trust tier 'alias' should drop rows flagged unresolvable / unmatched / conflict_nern7_vs_malecns.
malecns_type,alias,system,tier,flag,evidence
AN03B011,AN03B011,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN03B011' on 4/4 cells
AN03B039,AN_GNG_IPS_9,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_IPS_9' on 2/2 cells
AN03B039,AN03B039,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN03B039' on 2/2 cells
AN03B050,AN03B050,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN03B050' on 2/2 cells
AN03B094,AN_multi_38,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_38' on 2/2 cells
AN03B094,AN03B094,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN03B094' on 2/2 cells
AN03B095,AN_GNG_31,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_31' on 2/2 cells
AN03B095,AN03B095,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN03B095' on 2/2 cells
AN04A001,AN_GNG_186,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_186' on 6/6 cells
AN04A001,AN04A001,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN04A001' on 6/6 cells
AN04B001,AN_GNG_VES_5,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_VES_5' on 2/4 cells
AN04B001,AN_GNG_VES_8,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_VES_8' on 2/4 cells
AN04B001,Cachero 2010: vPr-g,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
AN04B001,AN04B001,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN04B001' on 4/4 cells
AN04B003,AN_IPS_GNG_7,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_IPS_GNG_7' on 6/6 cells
AN04B003,AN04B003,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN04B003' on 6/6 cells
AN04B004,AN_GNG_201,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_201' on 4/4 cells
AN04B004,AN04B004,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN04B004' on 4/4 cells
AN04B023,AN_SPS_IPS_3,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_SPS_IPS_3' on 2/6 cells
AN04B023,AN_SPS_IPS_5,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_SPS_IPS_5' on 2/6 cells
AN04B023,AN_SPS_IPS_6,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_SPS_IPS_6' on 2/6 cells
AN04B023,AN04B023,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN04B023' on 6/6 cells
AN04B051,AN_multi_46,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_46' on 2/2 cells
AN04B051,AN04B051,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN04B051' on 2/2 cells
AN05B004,AN_GNG_111,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_111' on 2/2 cells
AN05B004,AN05B004,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B004' on 2/2 cells
AN05B005,AN_GNG_67,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_67' on 2/2 cells
AN05B005,AN05B005,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B005' on 2/2 cells
AN05B006,AN_GNG_SAD_18,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_SAD_18' on 1/3 cells
AN05B006,AN_multi_87,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_87' on 2/3 cells
AN05B006,AN05B006,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B006' on 3/3 cells
AN05B007,AN_GNG_109,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_109' on 1/1 cells
AN05B007,AN05B007,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B007' on 1/1 cells
AN05B009,AN_GNG_65,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_65' on 2/4 cells
AN05B009,AN_GNG_66,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_66' on 2/4 cells
AN05B009,AN05B009,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B009' on 4/4 cells
AN05B010,AN_GNG_49,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_49' on 1/1 cells
AN05B010,AN05B010,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B010' on 1/1 cells
AN05B015,AN_GNG_197,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_197' on 2/2 cells
AN05B015,AN05B015,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B015' on 2/2 cells
AN05B017,AN_GNG_101,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_101' on 1/1 cells
AN05B017,AN05B017,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B017' on 1/1 cells
AN05B021,AN_GNG_FLA_6,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_FLA_6' on 2/2 cells
AN05B021,AN05B021,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B021' on 2/2 cells
AN05B023a,AN_GNG_SAD_14,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_SAD_14' on 2/2 cells
AN05B023a,AN05B023,manc,alias,,MaleCNS v1.0 body-annotations mancType='AN05B023' on 2/2 cells
AN05B023b,AN05B023,manc,alias,,MaleCNS v1.0 body-annotations mancType='AN05B023' on 2/2 cells
AN05B023c,AN_AVLP_22,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_22' on 2/2 cells
AN05B023c,AN05B023,manc,alias,,MaleCNS v1.0 body-annotations mancType='AN05B023' on 2/2 cells
AN05B023d,AN_AVLP_GNG_10,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_10' on 2/2 cells
AN05B023d,AN05B023,manc,alias,,MaleCNS v1.0 body-annotations mancType='AN05B023' on 2/2 cells
AN05B024,AN_GNG_SAD_6,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_SAD_6' on 1/1 cells
AN05B024,AN05B024,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B024' on 1/1 cells
AN05B025,AN_multi_94,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_94' on 2/2 cells
AN05B025,AN05B025,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B025' on 2/2 cells
AN05B026,AN_GNG_FLA_1,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_FLA_1' on 1/1 cells
AN05B026,AN05B026,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B026' on 1/1 cells
AN05B027,AN_GNG_74,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_74' on 1/1 cells
AN05B027,AN05B027,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B027' on 1/1 cells
AN05B029,AN_GNG_153,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_153' on 1/1 cells
AN05B029,AN05B029,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B029' on 1/1 cells
AN05B035,AN05B035,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B035' on 2/2 cells
AN05B036,AN_GNG_69,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_69' on 1/2 cells
AN05B036,AN05B036,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B036' on 2/2 cells
AN05B040,AN_GNG_152,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_152' on 1/1 cells
AN05B040,AN05B040,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B040' on 1/1 cells
AN05B044,AN_GNG_VES_7,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_VES_7' on 2/2 cells
AN05B044,AN05B044,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B044' on 2/2 cells
AN05B045,AN_GNG_197,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_197' on 2/2 cells
AN05B045,AN05B045,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B045' on 2/2 cells
AN05B046,AN_GNG_152,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_152' on 1/1 cells
AN05B046,AN05B046,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B046' on 1/1 cells
AN05B048,AN05B048,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B048' on 2/2 cells
AN05B049_a,AN_GNG_69,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_69' on 2/2 cells
AN05B049_a,AN05B049,manc,alias,,MaleCNS v1.0 body-annotations mancType='AN05B049' on 2/2 cells
AN05B049_b,AN_GNG_69,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_69' on 2/2 cells
AN05B049_b,AN05B049,manc,alias,,MaleCNS v1.0 body-annotations mancType='AN05B049' on 2/2 cells
AN05B049_c,AN05B049,manc,alias,,MaleCNS v1.0 body-annotations mancType='AN05B049' on 2/2 cells
AN05B050_a,AN05B050,manc,alias,,MaleCNS v1.0 body-annotations mancType='AN05B050' on 2/2 cells
AN05B050_b,AN_AVLP_GNG_23,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_23' on 1/2 cells
AN05B050_b,AN05B050,manc,alias,,MaleCNS v1.0 body-annotations mancType='AN05B050' on 2/2 cells
AN05B050_c,AN_AVLP_GNG_13,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_13' on 4/4 cells
AN05B050_c,AN05B050,manc,alias,,MaleCNS v1.0 body-annotations mancType='AN05B050' on 4/4 cells
AN05B052,AN_AVLP_GNG_23,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_23' on 3/3 cells
AN05B052,AN05B052,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B052' on 3/3 cells
AN05B053,AN_GNG_197,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_197' on 4/4 cells
AN05B053,AN05B053,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B053' on 4/4 cells
AN05B054_a,AN_GNG_69,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_69' on 2/2 cells
AN05B054_a,AN05B054,manc,alias,,MaleCNS v1.0 body-annotations mancType='AN05B054' on 2/2 cells
AN05B054_b,AN_GNG_69,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_69' on 4/4 cells
AN05B054_b,AN05B054,manc,alias,,MaleCNS v1.0 body-annotations mancType='AN05B054' on 4/4 cells
AN05B056,AN_GNG_197,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_197' on 1/2 cells
AN05B056,AN_GNG_75,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_75' on 1/2 cells
AN05B056,AN05B056,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B056' on 2/2 cells
AN05B058,AN_GNG_75,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_75' on 2/2 cells
AN05B058,AN05B058,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B058' on 2/2 cells
AN05B059,AN05B059,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B059' on 1/1 cells
AN05B060,AN05B060,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B060' on 1/1 cells
AN05B062,AN_AVLP_GNG_23,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_23' on 4/4 cells
AN05B062,AN05B062,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B062' on 4/4 cells
AN05B063,AN_GNG_121,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_121' on 4/4 cells
AN05B063,AN05B063,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B063' on 4/4 cells
AN05B067,AN05B067,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B067' on 1/1 cells
AN05B068,AN_AVLP_GNG_14,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_14' on 2/7 cells
AN05B068,AN_GNG_121,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_121' on 3/7 cells
AN05B068,AN05B068,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B068' on 7/7 cells
AN05B069,AN_GNG_197,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_197' on 2/2 cells
AN05B069,AN05B069,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B069' on 2/2 cells
AN05B071,AN05B071,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B071' on 2/2 cells
AN05B076,AN_GNG_PRW_4,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_PRW_4' on 2/2 cells
AN05B076,AN05B076,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B076' on 2/2 cells
AN05B078,AN_AVLP_GNG_23,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_23' on 1/3 cells
AN05B078,AN_AVLP_GNG_7,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_7' on 2/3 cells
AN05B078,AN05B078,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B078' on 3/3 cells
AN05B081,AN_AVLP_GNG_12,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_12' on 2/2 cells
AN05B081,AN05B081,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B081' on 2/2 cells
AN05B083,AN_AVLP_GNG_23,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_23' on 1/1 cells
AN05B083,AN05B083,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B083' on 1/1 cells
AN05B095,AN05B095,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B095' on 2/2 cells
AN05B096,AN_GNG_SAD_20,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_SAD_20' on 2/4 cells
AN05B096,SA_VTV_DProN_1,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='SA_VTV_DProN_1' on 2/4 cells
AN05B096,AN05B096,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B096' on 4/4 cells
AN05B097,AN_GNG_SAD_5,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_SAD_5' on 2/8 cells
AN05B097,AN_multi_76,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_76' on 2/8 cells
AN05B097,AN_multi_86,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_86' on 2/8 cells
AN05B097,AN_multi_88,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_88' on 2/8 cells
AN05B097,AN05B097,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B097' on 8/8 cells
AN05B098,AN_GNG_FLA_3,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_FLA_3' on 2/2 cells
AN05B098,AN05B098,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B098' on 2/2 cells
AN05B099,AN_AVLP_GNG_8,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_8' on 3/6 cells
AN05B099,AN_AVLP_GNG_9,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_9' on 1/6 cells
AN05B099,AN_multi_65,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_65' on 2/6 cells
AN05B099,AN05B099,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B099' on 6/6 cells
AN05B100,AN_GNG_SAD_29,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='AN_GNG_SAD_29,AN_GNG_SAD_35' on 6/6 cells; MaleCNS 1 : FlyWire 2 (merged types)"
AN05B100,AN_GNG_SAD_35,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='AN_GNG_SAD_29,AN_GNG_SAD_35' on 6/6 cells; MaleCNS 1 : FlyWire 2 (merged types)"
AN05B100,AN05B100,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B100' on 6/6 cells
AN05B101,AN_multi_92,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_92' on 2/4 cells
AN05B101,AN_multi_97,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_97' on 2/4 cells
AN05B101,AN05B101,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B101' on 4/4 cells
AN05B102a,AN_AVLP_20,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_20' on 2/2 cells
AN05B102a,hb1665775343,hemibrain_body,alias,,"MaleCNS v1.0 hemibrainType='(hb1665775343)' on 1/2 cells: untyped hemibrain body id, no hemibrain type"
AN05B102a,Kallman 2015: PPN1,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
AN05B102a,AN05B102,manc,alias,,MaleCNS v1.0 body-annotations mancType='AN05B102' on 2/2 cells
AN05B102b,AN_multi_66,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_66' on 2/2 cells
AN05B102b,AN05B102,manc,alias,,MaleCNS v1.0 body-annotations mancType='AN05B102' on 2/2 cells
AN05B102c,AN_AVLP_PVLP_5,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_PVLP_5' on 2/2 cells
AN05B102c,hb1197455013,hemibrain,fuzzy,,rule transitive: MaleCNS->FlyWire 'AN_AVLP_PVLP_5' (MaleCNS flywireType) -> Schlegel 2024 SD1 hemibrain_type 'hb1197455013' (majority over FlyWire cells)
AN05B102c,AN05B102,manc,alias,,MaleCNS v1.0 body-annotations mancType='AN05B102' on 2/2 cells
AN05B102d,AN_multi_69,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_69' on 2/2 cells
AN05B102d,AN05B102,manc,alias,,MaleCNS v1.0 body-annotations mancType='AN05B102' on 2/2 cells
AN05B103,AN_multi_82,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_82' on 2/2 cells
AN05B103,hb611262552,hemibrain,fuzzy,,"rule transitive: MaleCNS->FlyWire 'AN_multi_82' (MaleCNS flywireType) -> Schlegel 2024 SD1 hemibrain_type 'hb611262552,hb704367157' (majority over FlyWire cells)"
AN05B103,hb704367157,hemibrain,fuzzy,,"rule transitive: MaleCNS->FlyWire 'AN_multi_82' (MaleCNS flywireType) -> Schlegel 2024 SD1 hemibrain_type 'hb611262552,hb704367157' (majority over FlyWire cells)"
AN05B103,Yu 2010: dMS6,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
AN05B103,AN05B103,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B103' on 2/2 cells
AN05B104,AN_GNG_92,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_92' on 6/6 cells
AN05B104,AN05B104,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B104' on 6/6 cells
AN05B105,AN_GNG_SAD_28,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_SAD_28' on 2/2 cells
AN05B105,AN05B105,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B105' on 2/2 cells
AN05B106,AN_GNG_96,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_96' on 2/4 cells
AN05B106,AN_GNG_FLA_2,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_FLA_2' on 2/4 cells
AN05B106,AN05B106,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B106' on 4/4 cells
AN05B107,AN_multi_85,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_85' on 2/2 cells
AN05B107,AN05B107,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B107' on 2/2 cells
AN05B108,AN05B108,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN05B108' on 4/4 cells
AN06A010,AN06A010,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06A010' on 2/2 cells
AN06A015,AN_multi_39,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_39' on 2/2 cells
AN06A015,AN06A015,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06A015' on 2/2 cells
AN06A016,AN06A016,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06A016' on 2/2 cells
AN06A017,AN06A017,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06A017' on 2/2 cells
AN06A018,AN06A018,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06A018' on 2/2 cells
AN06A026,AN06A026,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06A026' on 4/4 cells
AN06A027,AN_multi_1,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_1' on 2/2 cells
AN06A027,AN06A027,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06A027' on 2/2 cells
AN06A030,AN06A030,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06A030' on 2/2 cells
AN06A041,AN06A041,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06A041' on 2/2 cells
AN06A060,AN_GNG_175,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_175' on 2/2 cells
AN06A060,AN06A060,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06A060' on 2/2 cells
AN06A062,AN06A062,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06A062' on 4/4 cells
AN06A080,AN06A080,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06A080' on 4/4 cells
AN06A092,AN06A092,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06A092' on 5/5 cells
AN06A095,AN06A095,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06A095' on 3/3 cells
AN06A112,AN06A112,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06A112' on 6/6 cells
AN06B002,AN_GNG_178,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_178' on 5/5 cells
AN06B002,AN06B002,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06B002' on 5/5 cells
AN06B004,AN06B004,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06B004' on 2/2 cells
AN06B005,AN_GNG_57,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_57' on 2/2 cells
AN06B005,AN06B005,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06B005' on 2/2 cells
AN06B007,AN_multi_100,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_100' on 2/4 cells
AN06B007,AN_multi_13,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_13' on 2/4 cells
AN06B007,AN06B007,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06B007' on 4/4 cells
AN06B009,AN_multi_11,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_11' on 2/2 cells
AN06B009,hb1687321237,hemibrain_body,alias,,"MaleCNS v1.0 hemibrainType='(hb1687321237)' on 2/2 cells: untyped hemibrain body id, no hemibrain type"
AN06B009,AN06B009,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06B009' on 2/2 cells
AN06B011,AN_multi_10,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_10' on 2/2 cells
AN06B011,Fujiwara 2022: LAL-PS-ANcontra,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
AN06B011,AN06B011,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06B011' on 2/2 cells
AN06B012,AN_multi_41,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_41' on 2/2 cells
AN06B012,AN06B012,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06B012' on 2/2 cells
AN06B014,AN06B014,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06B014' on 2/2 cells
AN06B015,AN06B015,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06B015' on 1/1 cells
AN06B023,AN_GNG_175,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_175' on 2/2 cells
AN06B023,AN06B023,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06B023' on 2/2 cells
AN06B025,AN_GNG_80,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_80' on 2/2 cells
AN06B025,AN06B025,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06B025' on 2/2 cells
AN06B026,AN_multi_40,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_40' on 2/2 cells
AN06B026,AN06B026,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06B026' on 2/2 cells
AN06B031,AN_GNG_114,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_114' on 2/2 cells
AN06B031,AN06B031,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06B031' on 2/2 cells
AN06B034,AN_multi_50,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_50' on 2/2 cells
AN06B034,AN06B034,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06B034' on 2/2 cells
AN06B037,AN_IPS_GNG_5,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_IPS_GNG_5' on 2/2 cells
AN06B037,AN06B037,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06B037' on 2/2 cells
AN06B039,AN_GNG_106,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_106' on 2/7 cells
AN06B039,AN_GNG_VES_3,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_GNG_VES_3' on 2/7 cells
AN06B039,AN_IPS_GNG_7,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_IPS_GNG_7' on 3/7 cells
AN06B039,AN06B039,manc,exact,,MaleCNS v1.0 body-annotations mancType='AN06B039' on 7/7 cells
AN06B040,AN_multi_6,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='AN_multi_6' on 2/2 cells
